房屋信息,房屋价格,房屋位置,房屋单价
骏景花园  | 3室2厅 | 80.65平米 | 北 | 简装 | 有电梯,410,棠下,单价50837元/平米
华景新城芳满庭园  | 3室2厅 | 97平米 | 南 | 简装 | 有电梯,590,华景新城,单价60825元/平米
海逸花园  | 3室1厅 | 73.35平米 | 东北 | 其他,369,江南大道,单价50307元/平米
天河峰景大厦  | 3室1厅 | 85.43平米 | 东北 | 其他 | 有电梯,374,粤垦,单价43779元/平米
春庭花园  | 2室1厅 | 69.17平米 | 东南 | 简装 | 无电梯,160,白云大道北,单价23132元/平米
泽德花园  | 2室1厅 | 50.65平米 | 西 | 其他 | 无电梯,125,同德围,单价24680元/平米
六运小区  | 2室1厅 | 75.88平米 | 南 | 其他 | 无电梯,350,天河南,单价46126元/平米
富力桃园  | 3室2厅 | 127.69平米 | 西南 | 其他 | 有电梯,473.6,罗冲围,单价37090元/平米
荔京阁  | 3室2厅 | 110.35平米 | 西南 | 简装 | 有电梯,550,荔湾路,单价49842元/平米
易丰大厦  | 3室2厅 | 109平米 | 东 | 其他 | 有电梯,650,天河公园,单价59634元/平米
龙光峰景华庭  | 3室2厅 | 89平米 | 东 | 其他 | 有电梯,268,科学城,单价30113元/平米
翠城花园  | 2室1厅 | 82平米 | 东 | 其他 | 有电梯,390,江燕路,单价47561元/平米
珠江俊园  | 3室2厅 | 121.78平米 | 东北 | 精装 | 有电梯,760,华景新城,单价62408元/平米
海城花苑  | 2室1厅 | 44.74平米 | 南 | 简装 | 无电梯,168,滨江中,单价37551元/平米
金碧花园第二金碧  | 3室2厅 | 107.14平米 | 北 | 精装 | 有电梯,470,金碧,单价43868元/平米
天河北苑  | 4室2厅 | 111.73平米 | 南 北 | 其他 | 无电梯,320,沙太南,单价28641元/平米
帝景苑  | 4室2厅 | 137.86平米 | 东北 | 简装 | 有电梯,830,龙口西,单价60207元/平米
金碧花园第一金碧  | 3室2厅 | 102.09平米 | 南 | 简装 | 有电梯,480,金碧,单价47018元/平米
华港花园  | 3室2厅 | 109.56平米 | 南 | 精装 | 无电梯,720,天河公园,单价65718元/平米
富力新村  | 3室2厅 | 81.07平米 | 北 | 其他 | 无电梯,230,东圃,单价28371元/平米
龙光峰景华庭  | 3室2厅 | 89.03平米 | 西北 | 其他 | 有电梯,258,科学城,单价28979元/平米
金碧雅苑  | 3室1厅 | 83.84平米 | 西 | 精装 | 有电梯,335,白云大道北,单价39958元/平米
穗和名庭  | 3室1厅 | 108.24平米 | 北 | 精装,140,人和,单价12935元/平米
富丽花苑  | 5室2厅 | 139平米 | 南 | 简装 | 无电梯,578,天河南,单价41583元/平米
富豪山庄风林绿洲  | 3室2厅 | 149.5平米 | 南 | 精装 | 无电梯,375,祈福,单价25084元/平米
教师宿舍  | 3室2厅 | 125.54平米 | 东南 | 精装,850,杨箕,单价67708元/平米
云裳丽影  | 3室2厅 | 102平米 | 东南 | 精装 | 有电梯,530,同和,单价51961元/平米
隽园  | 3室2厅 | 91.67平米 | 西北 | 其他 | 有电梯,629,天河公园,单价68616元/平米
淘金路淘金坑  | 2室1厅 | 60.45平米 | 东南 | 简装,285,淘金,单价47147元/平米
荔港南湾  | 3室1厅 | 90平米 | 东南 | 其他 | 有电梯,355,南岸路,单价39445元/平米
荔港南湾  | 2室2厅 | 76.6平米 | 西南 | 精装 | 有电梯,290,南岸路,单价37860元/平米
森语星园  | 3室2厅 | 115平米 | 东南 | 其他 | 有电梯,430,南洲,单价37392元/平米
云景花园云桦苑  | 3室1厅 | 72.61平米 | 北 | 其他 | 有电梯,320,同和,单价44072元/平米
汇侨新城南区  | 2室1厅 | 55.61平米 | 东 | 精装 | 有电梯,166.9,新市,单价30000元/平米
华景新城陶然庭园  | 3室2厅 | 92.18平米 | 南 | 其他 | 有电梯,580,华景新城,单价62921元/平米
都府小区锦荣街  | 3室1厅 | 79.68平米 | 东南 | 简装 | 无电梯,350,北京路,单价43926元/平米
龙光峰景华庭  | 3室2厅 | 84平米 | 北 | 其他 | 有电梯,248,科学城,单价29524元/平米
富力桃园  | 2室2厅 | 81.5平米 | 东南 | 其他 | 有电梯,295,罗冲围,单价36197元/平米
愉景雅苑  | 2室1厅 | 61.5平米 | 南 | 其他 | 有电梯,308,新港西,单价50082元/平米
富力天朗明居N区  | 2室1厅 | 62平米 | 东 | 其他 | 有电梯,300,棠下,单价48388元/平米
中山大学宿舍园西区  | 2室1厅 | 66平米 | 南 北 | 其他 | 无电梯,350,新港西,单价53031元/平米
广地花园  | 2室2厅 | 76.09平米 | 西北 | 简装,195,华南,单价25628元/平米
愉景雅苑  | 2室1厅 | 75.7平米 | 北 | 其他,385,新港西,单价50859元/平米
芳华花园洛湖居  | 3室1厅 | 86.7平米 | 北 | 简装,250,洛溪,单价28836元/平米
穗乐花园  | 2室1厅 | 72.31平米 | 北 | 其他 | 无电梯,305,员村,单价42180元/平米
侨兴苑  | 3室2厅 | 121.89平米 | 南 | 其他 | 无电梯,398,石牌,单价32653元/平米
绿地滨江汇  | 1室1厅 | 61平米 | 南 | 其他 | 有电梯,185,工业大道中,单价30328元/平米
广东工贸职业技术学院  | 3室2厅 | 96.55平米 | 南 北 | 其他,320,沙太南,单价33144元/平米
华侨乐园  | 2室1厅 | 75.55平米 | 东北 | 简装 | 有电梯,410,淘金,单价54269元/平米
新世纪花苑  | 3室1厅 | 78.82平米 | 南 | 精装 | 无电梯,215,区府,单价27278元/平米
富丽家园富丽广场  | 3室2厅 | 87.2平米 | 东南 | 其他 | 无电梯,200,大石,单价22936元/平米
法政路  | 3室1厅 | 119.07平米 | 南 北 | 其他 | 无电梯,636,小北,单价53414元/平米
惠城花园  | 3室2厅 | 102.78平米 | 东南 | 精装 | 有电梯,390,西关,单价37946元/平米
隽峰苑  | 4室2厅 | 167平米 | 南 | 简装 | 有电梯,1470,珠江新城中,单价88024元/平米
富力半岛花园  | 2室1厅 | 64平米 | 东南 | 简装 | 无电梯,185,罗冲围,单价28907元/平米
广州富力城  | 3室2厅 | 115平米 | 西南 | 其他 | 有电梯,450,黄石路,单价39131元/平米
琴海居  | 3室2厅 | 106.89平米 | 北 | 精装 | 有电梯,650,赤岗,单价60811元/平米
骏景花园  | 4室2厅 | 122平米 | 北 | 精装 | 有电梯,580,棠下,单价47541元/平米
华景公安宿舍  | 2室2厅 | 81.43平米 | 南 北 | 其他 | 有电梯,390,华景新城,单价47894元/平米
富力天朗明居S区  | 2室2厅 | 71.34平米 | 西 | 简装 | 有电梯,330,棠下,单价46258元/平米
保利百合花园芳园  | 3室2厅 | 111平米 | 东南 | 精装 | 有电梯,538,江燕路,单价48469元/平米
海珠半岛花园  | 3室2厅 | 131.22平米 | 北 | 其他 | 有电梯,786,滨江东,单价59900元/平米
帝景苑  | 4室2厅 | 321平米 | 西南 | 精装 | 有电梯,2100,龙口西,单价65421元/平米
淘金北路  | 2室1厅 | 86平米 | 南 北 | 简装 | 无电梯,420,淘金,单价48838元/平米
东方都会广场  | 2室1厅 | 55平米 | 南 | 简装 | 有电梯,480,天河公园,单价87273元/平米
时代玫瑰园  | 3室2厅 | 127.18平米 | 北 | 简装 | 有电梯,535,白云大道北,单价42067元/平米
龙光峰景华庭  | 3室2厅 | 91.8平米 | 东南 | 其他 | 有电梯,260,科学城,单价28323元/平米
华南碧桂园翡翠苑  | 3室2厅 | 86平米 | 西北 | 其他 | 无电梯,280,华南,单价32559元/平米
福金莲花园  | 3室2厅 | 120.87平米 | 北 | 其他 | 有电梯,463,员村,单价38306元/平米
跑马地花园  | 2室2厅 | 86.2平米 | 北 | 其他 | 有电梯,468,珠江新城东,单价54293元/平米
南国奥林匹克花园北奥二路  | 5室2厅 | 151平米 | 南 北 | 简装 | 无电梯,400,华南,单价26491元/平米
华南碧桂园翠山蓝天苑  | 4室2厅 | 157平米 | 东南 | 精装 | 有电梯,520,华南,单价33122元/平米
万科蓝山  | 3室2厅 | 130平米 | 南 | 精装 | 有电梯,393,南湖,单价30231元/平米
天秀大厦  | 5室1厅 | 125平米 | 东 | 简装,500,小北,单价40000元/平米
嘉仕花园东区  | 3室2厅 | 126平米 | 东 | 其他 | 有电梯,760,滨江东,单价60318元/平米
华南碧桂园翡翠苑  | 5室2厅 | 156平米 | 西南 | 精装 | 无电梯,558,华南,单价35770元/平米
华景新城信华花园  | 5室2厅 | 176平米 | 南 | 精装 | 有电梯,1050,华景新城,单价59660元/平米
远洋小区  | 2室2厅 | 60.87平米 | 南 北 | 精装,398,天河北,单价65386元/平米
新世界东逸花园  | 3室2厅 | 113.94平米 | 西北 | 精装 | 有电梯,738,天河公园,单价64771元/平米
江南西路青柳大街  | 2室1厅 | 73.25平米 | 东北 | 简装,252,江南西,单价34403元/平米
锦绣生态园倚翠苑  | 3室2厅 | 132.4平米 | 南 | 其他 | 有电梯,370,钟村,单价27946元/平米
世港花园  | 3室1厅 | 125平米 | 南 北 | 其他 | 有电梯,680,琶洲,单价54400元/平米
半山雍景苑  | 3室2厅 | 97.94平米 | 东南 | 精装 | 有电梯,496,五山,单价50644元/平米
和平家园  | 3室2厅 | 92.56平米 | 北 | 其他,465,广州大道南,单价50238元/平米
桥福园  | 5室2厅 | 149.48平米 | 南 | 精装,300,市桥,单价20070元/平米
保利百合花园二期  | 2室2厅 | 71.71平米 | 西南 | 精装 | 有电梯,325,江燕路,单价45322元/平米
南景园  | 2室2厅 | 77平米 | 北 | 其他,350,江燕路,单价45455元/平米
广州雅居乐花园一尺山居  | 2室2厅 | 80平米 | 西南 | 其他 | 有电梯,265,华南,单价33125元/平米
祈福新村湖景居  | 3室2厅 | 80平米 | 南 | 其他 | 无电梯,210,祈福,单价26250元/平米
新安苑  | 3室2厅 | 69平米 | 北 | 其他,188,区府,单价27247元/平米
龙光峰景华庭  | 3室2厅 | 93.54平米 | 东北 | 其他 | 有电梯,230,科学城,单价24589元/平米
金麓山庄  | 2室2厅 | 62平米 | 西北 | 精装 | 有电梯,260,麓景,单价41936元/平米
华港花园  | 4室2厅 | 120平米 | 西北 | 精装,777,天河公园,单价64750元/平米
达道路  | 3室2厅 | 127.77平米 | 南 北 | 简装 | 无电梯,750,东山口,单价58700元/平米
万科城市花园  | 3室2厅 | 89平米 | 西南 | 其他,350,区府,单价39326元/平米
东方都会广场  | 1室2厅 | 39平米 | 北 | 简装 | 有电梯,290,天河公园,单价74359元/平米
宝供大厦  | 4室2厅 | 144.5平米 | 南 | 精装,680,天润路,单价47059元/平米
碧桂园凤凰城凤馨苑  | 3室2厅 | 93平米 | 北 | 精装 | 有电梯,220,新塘,单价23656元/平米
锦绣香江花园丁香园   | 独栋别墅 | 4室2厅 | 163平米 | 东南 | 简装 | 无电梯,960,华南,单价58896元/平米
旭日雅苑  | 3室2厅 | 89.56平米 | 南 | 其他 | 无电梯,452,员村,单价50469元/平米
汇景新城棕榈园  | 4室2厅 | 239.18平米 | 南 北 | 精装 | 有电梯,1600,五山,单价66896元/平米
时代玫瑰园  | 3室2厅 | 111.12平米 | 南 | 精装 | 有电梯,455,白云大道北,单价40947元/平米
广州星河湾朗心园  | 3室2厅 | 128.5平米 | 西南 | 其他 | 有电梯,510,华南,单价39689元/平米
外语外贸学院  | 3室1厅 | 96.98平米 | 南 | 简装 | 无电梯,436.5,白云大道北,单价45000元/平米
汇景新城上城勋堡  | 3室2厅 | 161平米 | 南 | 精装 | 有电梯,1300,五山,单价80746元/平米
金燕花园  | 3室2厅 | 91平米 | 西北 | 其他 | 无电梯,300,粤垦,单价32968元/平米
时代玫瑰园  | 3室2厅 | 87.59平米 | 西北 | 精装 | 有电梯,387,白云大道北,单价44184元/平米
福金莲花园  | 3室2厅 | 113.25平米 | 东 | 精装 | 有电梯,480,员村,单价42385元/平米
富力桃园  | 2室1厅 | 78.62平米 | 东北 | 其他 | 有电梯,275,罗冲围,单价34979元/平米
雅郡花园熙源  | 4室2厅 | 207平米 | 北 | 其他 | 有电梯,1250,琶洲,单价60387元/平米
富力千禧花园  | 4室1厅 | 143平米 | 南 | 精装 | 有电梯,800,新港西,单价55945元/平米
天雅居  | 3室2厅 | 105.5平米 | 南 | 精装 | 有电梯,385,东圃,单价36493元/平米
岭南雅院  | 3室2厅 | 101.52平米 | 南 北 | 其他 | 有电梯,390,同德围,单价38417元/平米
富庭华园  | 4室1厅 | 129.6平米 | 南 | 精装 | 无电梯,324,大石,单价25000元/平米
美林海岸花园  | 2室2厅 | 79.2平米 | 西南 | 其他 | 有电梯,520,员村,单价65657元/平米
富力千禧花园  | 3室1厅 | 107平米 | 南 | 其他 | 有电梯,645,新港西,单价60281元/平米
白云山制药厂后山宿舍  | 2室2厅 | 77.74平米 | 南 | 简装,199,南湖,单价25599元/平米
时代玫瑰园  | 3室1厅 | 117.55平米 | 南 | 精装 | 有电梯,485,白云大道北,单价41260元/平米
金豪嘉苑  | 4室1厅 | 127.5平米 | 南 | 简装 | 有电梯,768,滨江东,单价60236元/平米
东湖映月  | 3室1厅 | 81平米 | 北 | 其他 | 有电梯,260,白云大道北,单价32099元/平米
东丽园  | 4室2厅 | 150平米 | 南 | 其他 | 无电梯,380,市桥,单价25334元/平米
番禺海伦堡御院  | 3室2厅 | 170平米 | 东南 | 其他,398,沙湾,单价23412元/平米
荔泰居  | 3室1厅 | 114.68平米 | 东 西 | 精装 | 无电梯,333,中山八,单价29038元/平米
愉景南苑  | 3室2厅 | 97平米 | 北 | 其他,530,新港西,单价54640元/平米
顺景雅苑  | 2室2厅 | 91.26平米 | 北 | 简装 | 有电梯,355,新港西,单价38900元/平米
金碧花园第一金碧  | 3室1厅 | 81.51平米 | 南 | 精装 | 有电梯,338,金碧,单价41468元/平米
金碧雅苑  | 2室1厅 | 68平米 | 东南 | 其他 | 有电梯,260,白云大道北,单价38236元/平米
广海花园二期  | 3室1厅 | 69.5平米 | 东北 | 其他,360,天河公园,单价51799元/平米
侨源新村  | 2室2厅 | 92.25平米 | 东 | 简装 | 无电梯,310,东莞庄,单价33605元/平米
万科柏悦湾  | 2室1厅 | 80平米 | 南 | 简装 | 有电梯,418,大坦沙,单价52250元/平米
骏景花园  | 4室2厅 | 153平米 | 北 | 简装 | 有电梯,750,棠下,单价49020元/平米
天晖阁  | 4室1厅 | 242平米 | 西北 | 简装,1200,石牌,单价49587元/平米
素社新村  | 3室1厅 | 83.31平米 | 北 | 其他 | 无电梯,195,前进路,单价23407元/平米
社会科学院宿舍  | 4室2厅 | 113.59平米 | 北 | 其他,420,黄石路,单价36976元/平米
万科金色康苑  | 3室2厅 | 123平米 | 东南 | 简装 | 有电梯,861,陈家祠,单价70000元/平米
园田居  | 4室2厅 | 93平米 | 南 北 | 精装 | 无电梯,420,五山,单价45162元/平米
燕塘广场  | 3室2厅 | 95.19平米 | 东南 | 其他 | 无电梯,358,粤垦,单价37609元/平米
寺右二马路  | 4室1厅 | 125.15平米 | 东南 | 其他 | 无电梯,800,五羊新城,单价63924元/平米
吉林大厦  | 2室2厅 | 98.87平米 | 南 北 | 精装,580,东风东,单价58663元/平米
桥福园  | 3室1厅 | 73.4平米 | 北 | 精装 | 无电梯,160,市桥,单价21799元/平米
广州富力城  | 4室2厅 | 140.09平米 | 南 | 简装 | 有电梯,430,黄石路,单价30695元/平米
名雅苑  | 6室2厅 | 125.19平米 | 东南 | 简装 | 有电梯,813.8,体育中心,单价65001元/平米
荔香花园  | 3室2厅 | 92.86平米 | 西北 | 简装 | 无电梯,275,区府,单价29615元/平米
协和新世界  | 7室2厅 | 305.89平米 | 南 北 | 精装 | 有电梯,2200,天河北,单价71922元/平米
半山雍景苑  | 3室2厅 | 94平米 | 南 | 精装 | 有电梯,550,五山,单价58511元/平米
自在城市花园  | 3室2厅 | 98.7平米 | 北 | 简装 | 有电梯,268,华南,单价27153元/平米
汇景新城棕榈园  | 4室2厅 | 167平米 | 南 | 毛坯 | 有电梯,1180,五山,单价70659元/平米
天一新村  | 6室2厅 | 214.42平米 | 南 | 其他 | 有电梯,999,东莞庄,单价46591元/平米
白云家园  | 3室2厅 | 76.82平米 | 东南 | 简装 | 无电梯,260,同和,单价33846元/平米
华康小区  | 3室2厅 | 97.36平米 | 南 北 | 其他 | 无电梯,600,体育中心,单价61627元/平米
江畔华庭  | 3室2厅 | 158.97平米 | 北 | 精装 | 有电梯,900,滨江东,单价56615元/平米
建丰大厦  | 3室1厅 | 95.33平米 | 西北 | 其他,450,天河南,单价47205元/平米
置业华逸大厦  | 3室2厅 | 176平米 | 南 | 简装,350,市桥,单价19887元/平米
景致花园  | 3室2厅 | 91平米 | 东南 | 简装,300,赤岗,单价32968元/平米
水利电力学院  | 3室2厅 | 109.91平米 | 西南 | 其他,530,天润路,单价48222元/平米
城市职业学院教工宿舍  | 3室2厅 | 97.2平米 | 南 北 | 其他 | 无电梯,395,新港西,单价40638元/平米
绿佳花园  | 3室2厅 | 97平米 | 南 | 简装 | 无电梯,360,东莞庄,单价37114元/平米
云和花园  | 3室2厅 | 95.54平米 | 南 | 简装,310,同和,单价32448元/平米
淘金北路正平北街  | 3室1厅 | 72.13平米 | 北 | 简装 | 无电梯,360,淘金,单价49910元/平米
华景新城怡翠居  | 3室2厅 | 123平米 | 东 西 | 简装 | 无电梯,516,华景新城,单价41952元/平米
翡翠绿洲森林半岛  | 5室2厅 | 189.25平米 | 东 | 精装 | 有电梯,454.2,新塘,单价24000元/平米
海龙湾  | 4室2厅 | 156平米 | 南 北 | 精装 | 有电梯,600,南浦,单价38462元/平米
骏景花园  | 3室2厅 | 89.27平米 | 北 | 精装 | 有电梯,530,棠下,单价59371元/平米
尚东宏御  | 3室2厅 | 103平米 | 北 | 精装 | 有电梯,875,珠江新城东,单价84952元/平米
富力桃园  | 2室2厅 | 89平米 | 西南 | 其他 | 有电梯,293.7,罗冲围,单价33000元/平米
半导体研究院宿舍  | 2室2厅 | 61平米 | 南 北 | 其他 | 无电梯,256,东莞庄,单价41968元/平米
东圃广场  | 2室1厅 | 88.78平米 | 北 | 精装 | 有电梯,350,东圃,单价39424元/平米
半山雍景苑  | 3室2厅 | 86平米 | 东北 | 其他,460,五山,单价53489元/平米
广州碧桂园华苑  | 3室1厅 | 98平米 | 西南 | 简装 | 无电梯,300,南浦,单价30613元/平米
万科云山花园  | 3室2厅 | 95.98平米 | 西南 | 其他 | 有电梯,460,白云大道北,单价47927元/平米
积德花园  | 2室1厅 | 59平米 | 东南 | 其他 | 无电梯,168,同德围,单价28475元/平米
富景花园  | 3室2厅 | 113.2平米 | 北 | 其他,450,新港西,单价39753元/平米
金碧领秀国际  | 3室2厅 | 107.85平米 | 北 | 简装,400,区府,单价37089元/平米
嘉鸿花园  | 3室1厅 | 71.27平米 | 东南 | 简装,365,金碧,单价51214元/平米
东怡新区东雅园  | 4室2厅 | 147.5平米 | 南 | 精装,363,市桥,单价24611元/平米
天诚广场  | 5室2厅 | 214.32平米 | 东南 | 简装 | 有电梯,1250,天河北,单价58325元/平米
